[FSVAE]: epoch: 147, g_loss: 89.7319, acc: 96.1314%, nmi: 0.9080, t_acc: 96.1050%, t_nmi: 0.9077
[FSVAE]: epoch: 148, g_loss: 89.7277, acc: 96.2100%, nmi: 0.9098, t_acc: 96.1733%, t_nmi: 0.9090
[FSVAE]: epoch: 149, g_loss: 89.7318, acc: 96.1986%, nmi: 0.9094, t_acc: 96.1533%, t_nmi: 0.9086
[FSVAE]: epoch: 150, g_loss: 89.5784, acc: 96.3257%, nmi: 0.9119, t_acc: 96.3133%, t_nmi: 0.9117
[FSVAE]: epoch: 151, g_loss: 89.5574, acc: 96.2886%, nmi: 0.9107, t_acc: 96.2583%, t_nmi: 0.9103
[FSVAE]: epoch: 152, g_loss: 89.4970, acc: 96.2357%, nmi: 0.9102, t_acc: 96.1983%, t_nmi: 0.9095
[FSVAE]: epoch: 153, g_loss: 89.4999, acc: 96.1614%, nmi: 0.9087, t_acc: 96.1383%, t_nmi: 0.9083
[FSVAE]: epoch: 154, g_loss: 89.4982, acc: 96.1429%, nmi: 0.9083, t_acc: 96.0933%, t_nmi: 0.9073
[FSVAE]: epoch: 155, g_loss: 89.4465, acc: 96.1429%, nmi: 0.9083, t_acc: 96.1250%, t_nmi: 0.9081
[FSVAE]: epoch: 156, g_loss: 89.4649, acc: 96.2286%, nmi: 0.9101, t_acc: 96.1900%, t_nmi: 0.9093
[FSVAE]: epoch: 157, g_loss: 89.4370, acc: 96.2243%, nmi: 0.9102, t_acc: 96.1967%, t_nmi: 0.9097
[FSVAE]: epoch: 158, g_loss: 89.3263, acc: 96.1086%, nmi: 0.9079, t_acc: 96.0733%, t_nmi: 0.9073
[FSVAE]: epoch: 159, g_loss: 89.2847, acc: 96.1900%, nmi: 0.9089, t_acc: 96.1517%, t_nmi: 0.9081
[FSVAE]: epoch: 160, g_loss: 89.3090, acc: 96.2114%, nmi: 0.9093, t_acc: 96.1867%, t_nmi: 0.9090
[FSVAE]: epoch: 161, g_loss: 89.2065, acc: 96.2229%, nmi: 0.9095, t_acc: 96.1817%, t_nmi: 0.9086
[FSVAE]: epoch: 162, g_loss: 89.1774, acc: 96.1743%, nmi: 0.9093, t_acc: 96.1567%, t_nmi: 0.9090
